0.000e+00	0.000e+00
9.456e+03	0.000e+00
9.456e+03	3.396e+03
0.000e+00	3.396e+03
0.000e+00	3.596e+03
9.456e+03	3.596e+03
9.456e+03	4.126e+03
0.000e+00	4.126e+03
0.000e+00	4.326e+03
9.456e+03	4.326e+03
9.456e+03	7.722e+03
0.000e+00	7.722e+03
0.000e+00	0.000e+00
0.000e+00	7.722e+03
2.244e+03	7.722e+03
2.244e+03	0.000e+00
2.364e+03	0.000e+00
2.364e+03	7.722e+03
2.484e+03	7.722e+03
2.484e+03	0.000e+00
4.728e+03	0.000e+00
4.728e+03	7.722e+03
6.972e+03	7.722e+03
6.972e+03	0.000e+00
7.092e+03	0.000e+00
7.092e+03	7.722e+03
7.212e+03	7.722e+03
7.212e+03	0.000e+00
9.456e+03	0.000e+00
9.456e+03	7.722e+03
