0.000e+00	0.000e+00
1.784e+04	0.000e+00
1.784e+04	7.340e+03
0.000e+00	7.340e+03
0.000e+00	7.540e+03
1.784e+04	7.540e+03
1.784e+04	8.070e+03
0.000e+00	8.070e+03
0.000e+00	8.270e+03
1.784e+04	8.270e+03
1.784e+04	1.561e+04
0.000e+00	1.561e+04
0.000e+00	0.000e+00
0.000e+00	1.561e+04
4.341e+03	1.561e+04
4.341e+03	0.000e+00
4.461e+03	0.000e+00
4.461e+03	1.561e+04
4.581e+03	1.561e+04
4.581e+03	0.000e+00
8.922e+03	0.000e+00
8.922e+03	1.561e+04
1.326e+04	1.561e+04
1.326e+04	0.000e+00
1.338e+04	0.000e+00
1.338e+04	1.561e+04
1.350e+04	1.561e+04
1.350e+04	0.000e+00
1.784e+04	0.000e+00
1.784e+04	1.561e+04
